WID	ATCCode	Name	Synonym
1048367	R01BA03	Phenylephrine	Metasynephrine
1048367	R01BA03	Phenylephrine	Phenylephrinum [INN-Latin]
1048367	S01FB01	Phenylephrine	Fenilefrina [INN-Spanish]
1048367	S01FB01	Phenylephrine	L-Phenylephedrine
1048367	S01FB01	Phenylephrine	L-Phenylephrine
1048367	S01FB01	Phenylephrine	M-Methylaminoethanolphenol
1048367	S01FB01	Phenylephrine	M-Oxedrine
1048367	S01FB01	Phenylephrine	Metaoxedrin
1048367	S01FB01	Phenylephrine	Metaoxedrine
1048367	S01FB01	Phenylephrine	Metaoxedrinum
1048367	S01FB01	Phenylephrine	Metasynephrine
1048367	S01FB01	Phenylephrine	Phenylephrinum [INN-Latin]
1048367	S01GA05	Phenylephrine	Fenilefrina [INN-Spanish]
1048367	S01GA05	Phenylephrine	L-Phenylephedrine
1048367	S01GA05	Phenylephrine	L-Phenylephrine
1048367	S01GA05	Phenylephrine	M-Methylaminoethanolphenol
1048367	S01GA05	Phenylephrine	M-Oxedrine
1048367	S01GA05	Phenylephrine	Metaoxedrin
1048367	S01GA05	Phenylephrine	Metaoxedrine
1048367	S01GA05	Phenylephrine	Metaoxedrinum
1048367	S01GA05	Phenylephrine	Metasynephrine
1048367	S01GA05	Phenylephrine	Phenylephrinum [INN-Latin]
1048367	C05AX03	Phenylephrine	Fenilefrina [INN-Spanish]
1048367	C05AX03	Phenylephrine	L-Phenylephedrine
1048367	C05AX03	Phenylephrine	L-Phenylephrine
1048367	C05AX03	Phenylephrine	M-Methylaminoethanolphenol
1048367	C05AX03	Phenylephrine	M-Oxedrine
1048367	C05AX03	Phenylephrine	Metaoxedrin
1048367	C05AX03	Phenylephrine	Metaoxedrine
1048367	C05AX03	Phenylephrine	Metaoxedrinum
1048367	C05AX03	Phenylephrine	Metasynephrine
1048367	C05AX03	Phenylephrine	Phenylephrinum [INN-Latin]
1048779	H03BB01	Carbimazole	Athyromazole
1048779	H03BB01	Carbimazole	Carbethoxymethimazole
1048779	H03BB01	Carbimazole	Carbimazol
1048779	H03BB01	Carbimazole	Carbimazol [INN-Spanish, French]
1048779	H03BB01	Carbimazole	Carbimazolum [INN-Latin]
1048779	H03BB01	Carbimazole	Carbinazole
1048844	C01AA02	Digoxin	Digitalis Glycoside
1048844	C01AA05	Digoxin	Digitalis Glycoside
1048844	C01AA08	Digoxin	Digitalis Glycoside
1048844	V03AB24	Digoxin	Digitalis Glycoside
1049148	N05AL01	Sulpiride	Levosulpirida [INN-Spanish]
1049148	N05AL01	Sulpiride	Levosulpiride
1049148	N05AL01	Sulpiride	Levosulpiride [INN]
1049148	N05AL01	Sulpiride	Levosulpiridum [INN-Latin]
1049148	N05AL01	Sulpiride	Sulpirid
1049148	N05AL01	Sulpiride	Sulpirida [INN-Spanish]
1049148	N05AL01	Sulpiride	Sulpiridum [INN-Latin]
1049148	N05AL01	Sulpiride	Sulpyrid
1049148	N05AL07	Sulpiride	Levosulpirida [INN-Spanish]
1049148	N05AL07	Sulpiride	Levosulpiride
1049148	N05AL07	Sulpiride	Levosulpiride [INN]
1049148	N05AL07	Sulpiride	Levosulpiridum [INN-Latin]
1049148	N05AL07	Sulpiride	Sulpirid
1049148	N05AL07	Sulpiride	Sulpirida [INN-Spanish]
1049148	N05AL07	Sulpiride	Sulpiridum [INN-Latin]
1049148	N05AL07	Sulpiride	Sulpyrid
1049282	N04AA05	Ethopropazine	Aethopropropazin
1049282	N04AA05	Ethopropazine	Athapropazine
1049282	N04AA05	Ethopropazine	Athopropazin
1049282	N04AA05	Ethopropazine	Ethapropazine
1049282	N04AA05	Ethopropazine	Ethopromazine
1049282	N04AA05	Ethopropazine	Ethopropazine Hydrochloride
1049282	N04AA05	Ethopropazine	Etopropezina
1049282	N04AA05	Ethopropazine	Fempropazine
1049282	N04AA05	Ethopropazine	Fenpropazina
1049282	N04AA05	Ethopropazine	Isopthazine
1049282	N04AA05	Ethopropazine	Isotazin
1049282	N04AA05	Ethopropazine	Isothazine
1049282	N04AA05	Ethopropazine	Isothazine hydrochloride
1049282	N04AA05	Ethopropazine	Isothiazine
1049282	N04AA05	Ethopropazine	Phenopropazine
1049282	N04AA05	Ethopropazine	Phenoprozine
1049282	N04AA05	Ethopropazine	Prodierazine
1049282	N04AA05	Ethopropazine	Profenamina [INN-Spanish]
1049282	N04AA05	Ethopropazine	Profenamina [Italian]
1049282	N04AA05	Ethopropazine	Profenamine
1049282	N04AA05	Ethopropazine	Profenamine hydrochloride
1049282	N04AA05	Ethopropazine	Profenamine monohydrochloride
1049282	N04AA05	Ethopropazine	Profenaminum [INN-Latin]
1049282	N04AA05	Ethopropazine	Prophenamine
1049282	N04AA05	Ethopropazine	Prophenaminum
1049402	C08CA06	Nimodipine	Nimodipino [INN-Spanish]
1049402	C08CA06	Nimodipine	Nimodipinum [INN-Latin]
1049538	A07EA07	Beclometasone dipropionate	beclometasone 17,21-dipropionate
1049538	A07EA07	Beclometasone dipropionate	Beclomethasone dipropionate
1049538	D07AC15	Beclometasone dipropionate	beclometasone 17,21-dipropionate
1049538	D07AC15	Beclometasone dipropionate	Beclomethasone dipropionate
1049538	R01AD01	Beclometasone dipropionate	beclometasone 17,21-dipropionate
1049538	R01AD01	Beclometasone dipropionate	Beclomethasone dipropionate
1049538	R03BA01	Beclometasone dipropionate	beclometasone 17,21-dipropionate
1049538	R03BA01	Beclometasone dipropionate	Beclomethasone dipropionate
1049668	M03BA02	Carisoprodol	Carisoprodate
1049668	M03BA02	Carisoprodol	Carisoprodatum
1049668	M03BA02	Carisoprodol	Isomeprobamate
1049668	M03BA02	Carisoprodol	Isoprotane
1049668	M03BA02	Carisoprodol	Isoprothane
1049848	G03AC06	Progesterone	Corpus Luteum Hormone
1049848	G03AC06	Progesterone	Progesterona [INN-Spanish]
1049848	G03AC06	Progesterone	Progesteronum
1049848	G03AC06	Progesterone	Progesteronum [INN-Latin]
1049848	G03DA02	Progesterone	Corpus Luteum Hormone
1049848	G03DA02	Progesterone	Progesterona [INN-Spanish]
1049848	G03DA02	Progesterone	Progesteronum
1049848	G03DA02	Progesterone	Progesteronum [INN-Latin]
1049848	G03DA03	Progesterone	Corpus Luteum Hormone
1049848	G03DA03	Progesterone	Progesterona [INN-Spanish]
1049848	G03DA03	Progesterone	Progesteronum
1049848	G03DA03	Progesterone	Progesteronum [INN-Latin]
1049848	G03DA04	Progesterone	Corpus Luteum Hormone
1049848	G03DA04	Progesterone	Progesterona [INN-Spanish]
1049848	G03DA04	Progesterone	Progesteronum
1049848	G03DA04	Progesterone	Progesteronum [INN-Latin]
1049848	L02AB02	Progesterone	Corpus Luteum Hormone
1049848	L02AB02	Progesterone	Progesterona [INN-Spanish]
1049848	L02AB02	Progesterone	Progesteronum
1049848	L02AB02	Progesterone	Progesteronum [INN-Latin]
1050074	R01BA01	Phenylpropanolamine	(+-)-Phenylpropanolamine
1050074	R01BA01	Phenylpropanolamine	(+/-)-Norephedrin
1050388	L01XE05	Sorafenib	BAY 43-9006
1050547	M05BA08	Zoledronate	ZOL
1050547	M05BA08	Zoledronate	Zoledronic acid
1050632	D01AA08	Griseofulvin	Griseofulvina [INN-Spanish]
1050632	D01AA08	Griseofulvin	Griseofulvine [INN-French]
1050632	D01AA08	Griseofulvin	Griseofulvinum [INN-Latin]
1050632	D01BA01	Griseofulvin	Griseofulvina [INN-Spanish]
1050632	D01BA01	Griseofulvin	Griseofulvine [INN-French]
1050632	D01BA01	Griseofulvin	Griseofulvinum [INN-Latin]
1050843	C08CA07	Nisoldipine	Nisoldipin
1050843	C08CA07	Nisoldipine	Nisoldipino [INN-Spanish]
1050843	C08CA07	Nisoldipine	Nisoldipinum [INN-Latin]
1051001	N05CF04	Eszopiclone	Esopiclone
1051149	N05BA12	Alprazolam	TUS-1
1051466	R06AB06	Dexbrompheniramine	D-Brompheniramine
1051466	R06AB06	Dexbrompheniramine	Parabromdylamine
1051466	R06AB06	Dexbrompheniramine	Parabromodylamine
1051532	D01AE02	Gentian Violet	Crystal Violet
1051893	N05AL04	Remoxipride	Remoxiprida [INN-Spanish]
1051893	N05AL04	Remoxipride	Remoxipride [Usan:Ban:Inn]
1051893	N05AL04	Remoxipride	Remoxipridum [INN-Latin]
1051893	N05AL04	Remoxipride	Romoxipride
1051970	D06AX09	Mupirocin	MRC
1051970	D06AX09	Mupirocin	Mupirocine
1051970	D06AX09	Mupirocin	Pseudomonic acid
1051970	R01AX06	Mupirocin	MRC
1051970	R01AX06	Mupirocin	Mupirocine
1051970	R01AX06	Mupirocin	Pseudomonic acid
1052342	N04BC05	Pramipexole	(-)-Pramipexole
1052509	A10BB31	Acetohexamide	Acetohexamid
1052608	J01CA01	Ampicillin	Aminobenzylpenicillin
1052608	J01CA01	Ampicillin	Ampicilina [INN-Spanish]
1052608	J01CA01	Ampicillin	Ampicillin [Usan:Ban:Inn:Jan]
1052608	J01CA01	Ampicillin	Ampicillin Acid
1052608	J01CA01	Ampicillin	Ampicillin Anhydrate
1052608	J01CA01	Ampicillin	Ampicillin Anhydrous
1052608	J01CA01	Ampicillin	Ampicillin Base
1052608	J01CA01	Ampicillin	Ampicillin Sodium
1052608	J01CA01	Ampicillin	Ampicillin Trihydrate
1052608	J01CA01	Ampicillin	Ampicillina [Dcit]
1052608	J01CA01	Ampicillin	Ampicilline
1052608	J01CA01	Ampicillin	Ampicilline [INN-French]
1052608	J01CA01	Ampicillin	Ampicillinum [INN-Latin]
1052608	J01CA01	Ampicillin	Anhydrous Ampicillin
1052608	J01CA01	Ampicillin	Bayer 5427
1052608	J01CA01	Ampicillin	D-Ampicillin
1052608	J01CA02	Ampicillin	Aminobenzylpenicillin
1052608	J01CA02	Ampicillin	Ampicilina [INN-Spanish]
1052608	J01CA02	Ampicillin	Ampicillin [Usan:Ban:Inn:Jan]
1052608	J01CA02	Ampicillin	Ampicillin Acid
1052608	J01CA02	Ampicillin	Ampicillin Anhydrate
1052608	J01CA02	Ampicillin	Ampicillin Anhydrous
1052608	J01CA02	Ampicillin	Ampicillin Base
1052608	J01CA02	Ampicillin	Ampicillin Sodium
1052608	J01CA02	Ampicillin	Ampicillin Trihydrate
1052608	J01CA02	Ampicillin	Ampicillina [Dcit]
1052608	J01CA02	Ampicillin	Ampicilline
1052608	J01CA02	Ampicillin	Ampicilline [INN-French]
1052608	J01CA02	Ampicillin	Ampicillinum [INN-Latin]
1052608	J01CA02	Ampicillin	Anhydrous Ampicillin
1052608	J01CA02	Ampicillin	Bayer 5427
1052608	J01CA02	Ampicillin	D-Ampicillin
1052608	J01CA06	Ampicillin	Aminobenzylpenicillin
1052608	J01CA06	Ampicillin	Ampicilina [INN-Spanish]
1052608	J01CA06	Ampicillin	Ampicillin [Usan:Ban:Inn:Jan]
1052608	J01CA06	Ampicillin	Ampicillin Acid
1052608	J01CA06	Ampicillin	Ampicillin Anhydrate
1052608	J01CA06	Ampicillin	Ampicillin Anhydrous
1052608	J01CA06	Ampicillin	Ampicillin Base
1052608	J01CA06	Ampicillin	Ampicillin Sodium
1052608	J01CA06	Ampicillin	Ampicillin Trihydrate
1052608	J01CA06	Ampicillin	Ampicillina [Dcit]
1052608	J01CA06	Ampicillin	Ampicilline
1052608	J01CA06	Ampicillin	Ampicilline [INN-French]
1052608	J01CA06	Ampicillin	Ampicillinum [INN-Latin]
1052608	J01CA06	Ampicillin	Anhydrous Ampicillin
1052608	J01CA06	Ampicillin	Bayer 5427
1052608	J01CA06	Ampicillin	D-Ampicillin
1052608	J01CA14	Ampicillin	Aminobenzylpenicillin
1052608	J01CA14	Ampicillin	Ampicilina [INN-Spanish]
1052608	J01CA14	Ampicillin	Ampicillin [Usan:Ban:Inn:Jan]
1052608	J01CA14	Ampicillin	Ampicillin Acid
1052608	J01CA14	Ampicillin	Ampicillin Anhydrate
1052608	J01CA14	Ampicillin	Ampicillin Anhydrous
1052608	J01CA14	Ampicillin	Ampicillin Base
1052608	J01CA14	Ampicillin	Ampicillin Sodium
1052608	J01CA14	Ampicillin	Ampicillin Trihydrate
1052608	J01CA14	Ampicillin	Ampicillina [Dcit]
1052608	J01CA14	Ampicillin	Ampicilline
1052608	J01CA14	Ampicillin	Ampicilline [INN-French]
1052608	J01CA14	Ampicillin	Ampicillinum [INN-Latin]
1052608	J01CA14	Ampicillin	Anhydrous Ampicillin
1052608	J01CA14	Ampicillin	Bayer 5427
1052608	J01CA14	Ampicillin	D-Ampicillin
1052608	J01CA15	Ampicillin	Aminobenzylpenicillin
1052608	J01CA15	Ampicillin	Ampicilina [INN-Spanish]
1052608	J01CA15	Ampicillin	Ampicillin [Usan:Ban:Inn:Jan]
1052608	J01CA15	Ampicillin	Ampicillin Acid
1052608	J01CA15	Ampicillin	Ampicillin Anhydrate
1052608	J01CA15	Ampicillin	Ampicillin Anhydrous
1052608	J01CA15	Ampicillin	Ampicillin Base
1052608	J01CA15	Ampicillin	Ampicillin Sodium
1052608	J01CA15	Ampicillin	Ampicillin Trihydrate
1052608	J01CA15	Ampicillin	Ampicillina [Dcit]
1052608	J01CA15	Ampicillin	Ampicilline
1052608	J01CA15	Ampicillin	Ampicilline [INN-French]
1052608	J01CA15	Ampicillin	Ampicillinum [INN-Latin]
1052608	J01CA15	Ampicillin	Anhydrous Ampicillin
1052608	J01CA15	Ampicillin	Bayer 5427
1052608	J01CA15	Ampicillin	D-Ampicillin
1052608	S01AA19	Ampicillin	Aminobenzylpenicillin
1052608	S01AA19	Ampicillin	Ampicilina [INN-Spanish]
1052608	S01AA19	Ampicillin	Ampicillin [Usan:Ban:Inn:Jan]
1052608	S01AA19	Ampicillin	Ampicillin Acid
1052608	S01AA19	Ampicillin	Ampicillin Anhydrate
1052608	S01AA19	Ampicillin	Ampicillin Anhydrous
1052608	S01AA19	Ampicillin	Ampicillin Base
1052608	S01AA19	Ampicillin	Ampicillin Sodium
1052608	S01AA19	Ampicillin	Ampicillin Trihydrate
1052608	S01AA19	Ampicillin	Ampicillina [Dcit]
1052608	S01AA19	Ampicillin	Ampicilline
1052608	S01AA19	Ampicillin	Ampicilline [INN-French]
1052608	S01AA19	Ampicillin	Ampicillinum [INN-Latin]
1052608	S01AA19	Ampicillin	Anhydrous Ampicillin
1052608	S01AA19	Ampicillin	Bayer 5427
1052608	S01AA19	Ampicillin	D-Ampicillin
1052926	M03AA04	Metocurine Iodide	(+)-O,O'-Dimethylchondrocurarine Di-iodide
1052926	M03AA04	Metocurine Iodide	Dimethyl Tubocurarine Iodide
1052926	M03AA04	Metocurine Iodide	Dimethyltubocurarine Iodide
1052926	M03AA04	Metocurine Iodide	Dimetiltubocurarinio, ioduro de
1052926	M03AA04	Metocurine Iodide	Metocurini Iodidum
1052926	M03AA04	Metocurine Iodide	Metokuriinijodidi
1052926	M03AA04	Metocurine Iodide	Metokurinjodid
1052926	M03AA04	Metocurine Iodide	Trimethyltubocurarine Iodide
1052993	J01CE02	Penicillin V	Fenossimetilpenicillina [Dcit]
1052993	J01CE02	Penicillin V	Fenoximetilpenicilina [INN-Spanish]
1052993	J01CE02	Penicillin V	Penicillin Phenoxymethyl
1052993	J01CE02	Penicillin V	Penicillin V Potassium
1052993	J01CE02	Penicillin V	Phenoximethylpenicillinum
1052993	J01CE02	Penicillin V	Phenoxymethyl Penicillin
1052993	J01CE02	Penicillin V	Phenoxymethylenepenicillinic Acid
1052993	J01CE02	Penicillin V	Phenoxymethylpenicillin Potassium
1052993	J01CE02	Penicillin V	Phenoxymethylpenicillinic Acid
1052993	J01CE02	Penicillin V	Phenoxymethylpenicillinic Acid Potassium Salt
1052993	J01CE10	Penicillin V	Fenossimetilpenicillina [Dcit]
1052993	J01CE10	Penicillin V	Fenoximetilpenicilina [INN-Spanish]
1052993	J01CE10	Penicillin V	Penicillin Phenoxymethyl
1052993	J01CE10	Penicillin V	Penicillin V Potassium
1052993	J01CE10	Penicillin V	Phenoximethylpenicillinum
1052993	J01CE10	Penicillin V	Phenoxymethyl Penicillin
1052993	J01CE10	Penicillin V	Phenoxymethylenepenicillinic Acid
1052993	J01CE10	Penicillin V	Phenoxymethylpenicillin Potassium
1052993	J01CE10	Penicillin V	Phenoxymethylpenicillinic Acid
1052993	J01CE10	Penicillin V	Phenoxymethylpenicillinic Acid Potassium Salt
1053357	N05CA06	Secobarbital	(+/-)-Secobarbital
1053357	N05CA06	Secobarbital	Secobarbital Sodium
1053357	N05CA06	Secobarbital	Secobarbitale [DCIT]
1053357	N05CA06	Secobarbital	Secobarbitalum [INN-Latin]
1053357	N05CA06	Secobarbital	Sodium quinalbarbitone
1053357	N05CA06	Secobarbital	Sodium Secobarbital
1053598	N05AA03	Promazine	Promazin
1053598	N05AA03	Promazine	Promazina
1053598	N05AA02	Promazine	Promazin
1053598	N05AA02	Promazine	Promazina
1053598	N05AA01	Promazine	Promazin
1053598	N05AA01	Promazine	Promazina
1053598	N05AA04	Promazine	Promazin
1053598	N05AA04	Promazine	Promazina
1053598	N05AA05	Promazine	Promazin
1053598	N05AA05	Promazine	Promazina
1054007	N06BA04	Methylphenidate	d-methylphenidate HCl
1054007	N06BA04	Methylphenidate	Methyl phenidyl acetate
1054007	N06BA04	Methylphenidate	Methylphenidate HCl
1054007	N06BA04	Methylphenidate	Methylphenidate hydrochloride
1054007	N06BA04	Methylphenidate	Methylphenidatum [INN-Latin]
1054007	N06BA04	Methylphenidate	Methylphenidylacetate hydrochloride
1054007	N06BA04	Methylphenidate	Metilfenidat hydrochloride
1054007	N06BA04	Methylphenidate	Metilfenidato [INN-Spanish]
1054007	N06BA04	Methylphenidate	Metilfenidato [Italian]
1054007	N06BA04	Methylphenidate	Phenidylate
1054469	A03BA03	Hyoscyamine	(
1054469	A03BA03	Hyoscyamine	−
1054469	A03BA03	Hyoscyamine	)-atropine
1054469	A03BA03	Hyoscyamine	(
1054469	A03BA03	Hyoscyamine	−
1054469	A03BA03	Hyoscyamine	)-hyoscyamine
1054469	A03BA03	Hyoscyamine	(S)-(
1054469	A03BA03	Hyoscyamine	−
1054469	A03BA03	Hyoscyamine	)-hyoscyamine
1054469	A03BA03	Hyoscyamine	(S)-atropine
1054469	A03BA03	Hyoscyamine	Daturine
1054469	A03BA03	Hyoscyamine	Duboisine
1054469	A03BA03	Hyoscyamine	Hyocyamine
1054469	A03BA03	Hyoscyamine	L-Atropine
1054469	A03BA03	Hyoscyamine	L-Hyopscyamine
1054469	A03BA03	Hyoscyamine	L-Hyoscamine
1054469	A03BA03	Hyoscyamine	L-Hyoscyamine
1054469	A03BA03	Hyoscyamine	L-Tropine Tropate
1054669	N05CF02	Zolpidem	Zolpidemum [Latin]
1054897	J05AB09	Famciclovir	Famciclovirum [INN-Latin]
1054897	J05AB09	Famciclovir	FCV
1054897	S01AD07	Famciclovir	Famciclovirum [INN-Latin]
1054897	S01AD07	Famciclovir	FCV
1055447	J01DD11	Cefpiramide	SM-1652
1055514	P03AB02	Lindane	Benzene hexachloride
1055514	P03AB02	Lindane	gamma-BHC
1055514	P03AB02	Lindane	gamma-HCH
1055514	P03AB02	Lindane	gamma-Hexachlorocyclohexane
1055514	P03AB02	Lindane	Lindan
1055514	P03AB02	Lindane	γ
1055514	P03AB02	Lindane	-benzene hexachloride
1055514	P03AB02	Lindane	γ
1055514	P03AB02	Lindane	-BHC
1055514	P03AB02	Lindane	γ
1055514	P03AB02	Lindane	-HCH
1055514	P03AB02	Lindane	γ
1055514	P03AB02	Lindane	-hexachlorocyclohexane
1055514	P03AB02	Lindane	γ
1055514	P03AB02	Lindane	-Hexachlorzyklohexan
1055514	P03AB02	Lindane	γ
1055514	P03AB02	Lindane	-lindane
1055514	D08AE01	Lindane	Benzene hexachloride
1055514	D08AE01	Lindane	gamma-BHC
1055514	D08AE01	Lindane	gamma-HCH
1055514	D08AE01	Lindane	gamma-Hexachlorocyclohexane
1055514	D08AE01	Lindane	Lindan
1055514	D08AE01	Lindane	γ
1055514	D08AE01	Lindane	-benzene hexachloride
1055514	D08AE01	Lindane	γ
1055514	D08AE01	Lindane	-BHC
1055514	D08AE01	Lindane	γ
1055514	D08AE01	Lindane	-HCH
1055514	D08AE01	Lindane	γ
1055514	D08AE01	Lindane	-hexachlorocyclohexane
1055514	D08AE01	Lindane	γ
1055514	D08AE01	Lindane	-Hexachlorzyklohexan
1055514	D08AE01	Lindane	γ
1055514	D08AE01	Lindane	-lindane
1055793	N05AB04	Prochlorperazine	Chlormeprazine
1055793	N05AB04	Prochlorperazine	Chlorperazine
1055793	N05AB04	Prochlorperazine	Prochloroperazine
1055793	N05AB04	Prochlorperazine	Prochlorpemazine
1055793	N05AB04	Prochlorperazine	Prochlorperazin
1055793	N05AB04	Prochlorperazine	Prochlorperazine edisylate
1055793	N05AB04	Prochlorperazine	Prochlorperazine maleate
1055793	N05AB04	Prochlorperazine	Prochlorpromazine
1055793	N05AB04	Prochlorperazine	Procloperazine
1055793	N05AB04	Prochlorperazine	Proclorperazine
1056228	C03AA01	Bendroflumethiazide	Bendrofluazide
1056228	C03AA01	Bendroflumethiazide	Bendroflumethazide
1056228	C03AA01	Bendroflumethiazide	Bendroflumethiazidum [INN-Latin]
1056228	C03AA01	Bendroflumethiazide	Bendroflumetiazida [INN-Spanish]
1056228	C03AA01	Bendroflumethiazide	Bendrofumethiazide
1056228	C03AA01	Bendroflumethiazide	Benzhydroflumethiazide
1056228	C03AA01	Bendroflumethiazide	Benzydroflumethiazide
1056228	C03AA01	Bendroflumethiazide	Benzylhydroflumethiazide
1056228	C03AA01	Bendroflumethiazide	BHFT
1056373	M04AA01	Allopurinol	Allopurinol Sodium
1056373	M04AA01	Allopurinol	Allopurinolum [INN-Latin]
1056373	M04AA01	Allopurinol	Alopurinol [INN-Spanish]
1056778	C10AA06	Cerivastatin	Cerivastatin sodium
1056778	C10AA06	Cerivastatin	Cerivastatin, sodium salt
1057197	L01BC05	Gemcitabine	dFdC
1057197	L01BC05	Gemcitabine	dFdCyd
1057197	L01BC05	Gemcitabine	Difluorodeoxycytidine Hydrochlorothiazide
1057197	L01BC05	Gemcitabine	LY-188011
1057699	L01CB02	Teniposide	Teniposido [INN-Spanish]
1057699	L01CB02	Teniposide	Teniposidum [INN-Latin]
1057970	D06AX02	Chloramphenicol	CAF
1057970	D06AX02	Chloramphenicol	CAP
1057970	D06AX02	Chloramphenicol	Chloramfenikol
1057970	D06AX02	Chloramphenicol	Chloramphenicole
1057970	D06AX02	Chloramphenicol	Chloroamphenicol
1057970	D06AX02	Chloramphenicol	Cloroamfenicolo
1057970	D06AX02	Chloramphenicol	D-Chloramphenicol
1057970	D10AF03	Chloramphenicol	CAF
1057970	D10AF03	Chloramphenicol	CAP
1057970	D10AF03	Chloramphenicol	Chloramfenikol
1057970	D10AF03	Chloramphenicol	Chloramphenicole
1057970	D10AF03	Chloramphenicol	Chloroamphenicol
1057970	D10AF03	Chloramphenicol	Cloroamfenicolo
1057970	D10AF03	Chloramphenicol	D-Chloramphenicol
1057970	G01AA05	Chloramphenicol	CAF
1057970	G01AA05	Chloramphenicol	CAP
1057970	G01AA05	Chloramphenicol	Chloramfenikol
1057970	G01AA05	Chloramphenicol	Chloramphenicole
1057970	G01AA05	Chloramphenicol	Chloroamphenicol
1057970	G01AA05	Chloramphenicol	Cloroamfenicolo
1057970	G01AA05	Chloramphenicol	D-Chloramphenicol
1057970	J01BA01	Chloramphenicol	CAF
1057970	J01BA01	Chloramphenicol	CAP
1057970	J01BA01	Chloramphenicol	Chloramfenikol
1057970	J01BA01	Chloramphenicol	Chloramphenicole
1057970	J01BA01	Chloramphenicol	Chloroamphenicol
1057970	J01BA01	Chloramphenicol	Cloroamfenicolo
1057970	J01BA01	Chloramphenicol	D-Chloramphenicol
1057970	S01AA01	Chloramphenicol	CAF
1057970	S01AA01	Chloramphenicol	CAP
1057970	S01AA01	Chloramphenicol	Chloramfenikol
1057970	S01AA01	Chloramphenicol	Chloramphenicole
1057970	S01AA01	Chloramphenicol	Chloroamphenicol
1057970	S01AA01	Chloramphenicol	Cloroamfenicolo
1057970	S01AA01	Chloramphenicol	D-Chloramphenicol
1057970	S02AA01	Chloramphenicol	CAF
1057970	S02AA01	Chloramphenicol	CAP
1057970	S02AA01	Chloramphenicol	Chloramfenikol
1057970	S02AA01	Chloramphenicol	Chloramphenicole
1057970	S02AA01	Chloramphenicol	Chloroamphenicol
1057970	S02AA01	Chloramphenicol	Cloroamfenicolo
1057970	S02AA01	Chloramphenicol	D-Chloramphenicol
1057970	S03AA08	Chloramphenicol	CAF
1057970	S03AA08	Chloramphenicol	CAP
1057970	S03AA08	Chloramphenicol	Chloramfenikol
1057970	S03AA08	Chloramphenicol	Chloramphenicole
1057970	S03AA08	Chloramphenicol	Chloroamphenicol
1057970	S03AA08	Chloramphenicol	Cloroamfenicolo
1057970	S03AA08	Chloramphenicol	D-Chloramphenicol
1058312	J01DC08	Loracarbef	Loracarbefum [INN-Latin]
1058381	A02BC03	Lansoprazole	AG 1749
1058852	H03AA01	Levothyroxine	(-)-Thyroxine
1058852	H03AA01	Levothyroxine	3,3',5,5'-Tetraiodo-L-thyronine
1058852	H03AA01	Levothyroxine	L-Thryoxin
1058852	H03AA01	Levothyroxine	L-Thyroxine
1058852	H03AA01	Levothyroxine	Laevothyroxinum
1058852	H03AA01	Levothyroxine	Levo-t
1058852	H03AA01	Levothyroxine	Levothyroxin
1058852	H03AA01	Levothyroxine	Levothyroxine Sodium
1058852	H03AA01	Levothyroxine	O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine
1058852	H03AA01	Levothyroxine	T4 levothyroxine
1058852	H03AA01	Levothyroxine	Tetraiodothyronine
1058852	H03AA01	Levothyroxine	THX
1058852	H03AA01	Levothyroxine	Thyroxine iodine
1059210	D09AA01	Framycetin	Framycetinum [INN-Latin]
1059210	D09AA01	Framycetin	Neomycin B
1059210	D09AA01	Framycetin	Streptothricin B
1059210	R01AX08	Framycetin	Framycetinum [INN-Latin]
1059210	R01AX08	Framycetin	Neomycin B
1059210	R01AX08	Framycetin	Streptothricin B
1059210	S01AA07	Framycetin	Framycetinum [INN-Latin]
1059210	S01AA07	Framycetin	Neomycin B
1059210	S01AA07	Framycetin	Streptothricin B
1059298	J01AA11	Clomocycline	Chlormethylenecycline
1059298	J01AA11	Clomocycline	Clomociclina [INN-Spanish]
1059298	J01AA11	Clomocycline	Clomocyclinum [INN-Latin]
1059573	R06AX13	Loratadine	Loratadina [Spanish]
1059573	R06AX13	Loratadine	Loratadinum [Latin]
1059573	R06AX27	Loratadine	Loratadina [Spanish]
1059573	R06AX27	Loratadine	Loratadinum [Latin]
1059573	C09AA03	Loratadine	Loratadina [Spanish]
1059573	C09AA03	Loratadine	Loratadinum [Latin]
1059813	J01DB03	Cefalotin	Cefalothin
1059813	J01DB03	Cefalotin	Cefalotina [INN-Spanish]
1059813	J01DB03	Cefalotin	Cefalotine [INN-French]
